id,InventoryNumber,Initials,ExcavationDate,Context,Season,ShapeObject,ShapeDetails,Type,Ware,Material,ProductionPlace,Conservation,Measurements,NbFragments,NbDiscarded,JoinedTo_NbRemarks,DescriptionAndRemarks,Inclusions,Fabric,Glaze,Decoraction_Stamp,Chronology1stImpression,AbsoluteChronology,ToBeDr_Ph,Drawing,Photo,PhotoFabric,Square,Level,ProcessedBy,Zone,Label,Context_Survey_Homogenized
8905,TC2014.2411,RB,02-07-14,T14-171-3-3,2014,Open shape,wall,,glaze,,Local,Medium,,1,0,,,,,shiny, whitish glaze on the interior,,Medieval/Early Modern,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-171-3
8906,TC2014.2429,MH,07-07-14,T14-177-2-1,2014,Skyphos,base,,black glaze,,Attic,Medium,,1,0,,,,,glaze on the exterior,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8907,TC2014.2430,MH,07-07-14,T14-177-2-1,2014,Undetermined,base,,black glaze,,Attic,Poor,,1,0,,,,,glazed on the exterior,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8908,TC2014.2431,MH,07-07-14,T14-177-2-1,2014,Cup,handle,,black glaze,,Attic,Medium,,1,0,,,,,parts are also brown-glazed,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8909,TC2014.2432,MH,07-07-14,T14-177-2-1,2014,Lekane,rim,,plain,,Local,Good,,1,0,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8910,TC2014.2433,MH,07-07-14,T14-177-2-1,2014,Amphora,neck,,plain,,Local,Medium,,1,0,,burnt on the inside and on the break,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8911,TC2014.2434,MH,07-07-14,T14-177-2-1,2014,Pithos,neck,,coarse,Ceramics,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8912,,MH,07-07-14,T14-177-2-1,2014,Undetermined,wall,,coarse,,Local,Medium,,16,0,,to be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8913,,MH,07-07-14,T14-177-2-1,2014,Undetermined,wall,,red glazed,,Local,Poor,,0,1,,,,,traces of red-glazed on the exterior,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8914,,MH,07-07-14,T14-177-2-1,2014,Undetermined,wall,,plain,,Corinthian,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8915,,MH,07-07-14,T14-177-2-1,2014,Undetermined,wall,,plain,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8916,,MH,07-07-14,T14-177-2-1,2014,Undetermined,wall,,plain,,Local,Poor,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8917,,MH,07-07-14,T14-177-2-1,2014,Amphora,wall,,plain,,Import,Medium,,0,5,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T14-177-2
8918,TC2013.1548,SDS,09-07-13,T13-129-1-D,2013,Jar,handle,,,,Local,Medium,,1,0,,horizontal arched handle,schist, quartzite, silver mica,,,,Middle Bronze Age,,WAAR,ONWAAR,WAAR,ONWAAR,,,MN,SURVEY,,T13-129-1
8919,TC2013.1549,SDS,09-07-13,T13-129-1-D,2013,Chytra,rim,,cooking,,Local,Medium,,1,0,,a place to hold the lid on the rim,,,,,Archaic/Hellenistic,BCE 600-300,WAAR,ONWAAR,WAAR,ONWAAR,,,MN,SURVEY,,T13-129-1
8920,TC2013.1550,SDS,09-07-13,T13-129-1-D,2013,Amphora,handle,,plain,,Local,Medium,,1,0,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-1
8921,TC2013.1551,SDS,09-07-13,T13-129-1-D,2013,Tile,undetermined,cover,black glaze,,Attic,Medium,,1,0,,,,,black glaze on the upper side,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-1
8922,,SDS,09-07-13,T13-129-1-D,2013,Undetermined,wall,,plain,,Attic,Poor,,0,4,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-1
8923,,SDS,09-07-13,T13-129-1-D,2013,Amphora,wall,,plain,,Local,Medium,,0,1,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-1
8924,,SDS,09-07-13,T13-129-1-D,2013,Undetermined,wall,,coarse,,Local,Medium,,4,0,,to be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-1
8925,TC2013.1572,MP,10-07-13,T13-129-3-A,2013,Undetermined,rim,,plain,,Attic,Poor,,1,0,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-3
8926,TC2013.1573,MP,10-07-13,T13-129-3-A,2013,Cup,handle,,plain,,Attic,Medium,,1,0,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-3
8927,TC2013.1574,MP,10-07-13,T13-129-3-A,2013,Tile,wall,,black glaze,,Attic,Medium,,1,0,,,,,black glaze on the outside, color is now red-brown,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-3
8928,,MP,10-07-13,T13-129-3-A,2013,Open shape,wall,,black glaze,,Attic,Medium,,0,1,,,,,black glazed on the interior,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-3
8929,,MP,10-07-13,T13-129-3-A,2013,Undetermined,wall,,black glaze,,Attic,Medium,,0,1,,,,,two lines black glazed on exterior,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-3
8930,,MP,10-07-13,T13-129-3-A,2013,Undetermined,wall,,plain,,Attic,Medium,,0,8,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-3
8931,,MP,10-07-13,T13-129-3-A,2013,Amphora,wall,,plain,,Attic,Medium,,0,3,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-3
8932,,MP,10-07-13,T13-129-3-A,2013,Undetermined,wall,,coarse,,Local,Medium,,4,0,,to be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-3
8933,TC2013.1593,AP,10-07-13,T13-129-4-A,2013,Undetermined,handle,,coarse,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-4
8934,,AP,10-07-13,T13-129-4-A,2013,Undetermined,wall,,coarse,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-4
8935,,AP,10-07-13,T13-129-4-A,2013,Tile,wall,pan,plain,,Attic,Medium,,0,1,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-4
8936,,AP,10-07-13,T13-129-4-A,2013,Undetermined,wall,,plain,,Attic,Poor,,0,1,,,,,,,Archaic/Hellenistic,BCE 600-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,MN,SURVEY,,T13-129-4
8937,TC2014.2340,SdS,02-07-14,T14-171-4-3,2014,Tile,edge,cover,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8938,TC2014.2341,SdS,02-07-14,T14-171-4-3,2014,Brick,edge,,plain,Ceramics,Local,Medium,"thickness: 4,6cm, minimum lenght: 9,13cm",1,0,,Local?,,,,,Late Antiquity,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8939,TC2014.2342,SdS,02-07-14,T14-171-4-3,2014,Brick,profile,,plain,,Import,Medium,"thickness: 4,40 cm, short side (complete): 12,78cm, minimum lenght: 7,12cm",1,0,,,,,,,Late Antiquity,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8940,,SdS,02-07-14,T14-171-4-3,2014,Tile,wall,cover,plain,,Local,Medium,,0,5,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8941,,SdS,02-07-14,T14-171-4-3,2014,Tile,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8942,,SdS,02-07-14,T14-171-4-3,2014,Brick,wall,,plain,,Local,Medium,,0,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8943,,SdS,02-07-14,T14-171-4-3,2014,Brick,corner,,plain,,Local,Poor,,0,1,,very small corner fragment, too small for measurements,,,,,Late Antiquity,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8944,,SdS,02-07-14,T14-171-4-3,2014,Brick,edge,,plain,,Local,Medium,,0,3,,very small rim fragments, too small for significant measurements,,,,,Late Antiquity,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8945,,SdS,02-07-14,T14-171-4-3,2014,Brick,edge,,plain,,Local,Poor,,0,1,,part of rim, not big enough for measurements,,,,,Late Antiquity,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8946,,SdS,02-07-14,T14-171-4-3,2014,Stone,,,painted,Stone,Local,Medium,,0,1,,building material, very light material maybe for certain structures,,,,,Geometric/Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-4
8947,TC2014.2353Z2,MB,02-07-14,T14-171-2-3,2014,Lekane,rim,,black glaze,,Local,Medium,,1,0,,overhanging rim,,,glaze underneath rim,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8948,TC2014.2354,MB,02-07-14,T14-171-2-3,2014,Undetermined,handle root,,plain,Ceramics,Local,Poor,,1,0,,very worn,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8949,TC2014.2355,MB,02-07-14,T14-171-2-3,2014,Open shape,rim,,plain,,Local,Poor,,1,0,,very worn,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8950,,MB,02-07-14,T14-171-2-3,2014,Open shape,wall,,brown glaze?,,Local,Poor,,1,0,,,,,poor glaze in and out,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8951,,MB,02-07-14,T14-171-2-3,2014,Open shape,wall,,plain,,Local,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8952,,MB,02-07-14,T14-171-2-3,2014,Undetermined,wall,,plain,,Local,Poor,,0,7,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8953,,MB,02-07-14,T14-171-2-3,2014,Undetermined,wall,,cooking,,Import,Poor,,5,0,,import? To be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8954,,MB,02-07-14,T14-171-2-3,2014,Undetermined,wall,,coarse,,Local,Poor,,1,0,,to be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8955,,MB,02-07-14,T14-171-2-3,2014,Amphora,wall,,plain,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8956,,MB,02-07-14,T14-171-2-3,2014,Amphora,wall,,plain,,Local,Medium,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-2
8957,TC2014.2375,MB,02-07-14,T14-171-3-2,2014,Table amphora,rim,,brown glaze?,Ceramics,Local,Medium,,1,0,,Local?,,,glaze in and out,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-3
8958,,MB,02-07-14,T14-171-3-2,2014,Undetermined,wall,,plain,,Local,Poor,,0,5,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-3
8959,,MB,02-07-14,T14-171-3-2,2014,Closed shape,wall,,plain,,Local,Poor,,0,1,,,a lot of very fine mica,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-3
8960,,MB,02-07-14,T14-171-3-2,2014,Basin,wall,,brown glaze?,,Local,Medium,,1,0,,,,,traces of glaze in and out,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-3
8961,,MB,02-07-14,T14-171-3-2,2014,Closed shape,wall,,plain,,Local,Poor,,0,1,,,,some weird inclusions, local?,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-171-3
8962,TC2014.2404,DK,07-07-14,T14-177-2-2,2014,Table amphora,base,,brown glaze?,,Local,Medium,,1,0,,ring base,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8963,TC2014.2405,DK,07-07-14,T14-177-2-2,2014,Closed shape,wall,LG-Protocorinthian,painted,,Corinthian,Medium,,1,0,,,,,,painted parallel lines outside,Geometric/Archaic,BCE 750-620,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8964,TC2014.2406,DK,07-07-14,T14-177-2-2,2014,Undetermined,handle root,,coarse,,Local,Medium,,1,0,,"to be studied by MN, could be storage vessel or basin",,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8965,TC2014.2407,DK,07-07-14,T14-177-2-2,2014,Amphora,base,,plain,,Local,Poor,,1,0,,incised lines to attach pointed base,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8966,TC2014.2408,DK,07-07-14,T14-177-2-2,2014,Lid,knob,,plain,,Local,Medium,,1,0,,Roman? knob?,,,,,Roman,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8967,TC2014.2409,DK,07-07-14,T14-177-2-2,2014,Basin,rim,,cooking,,Import,Poor,,1,0,,import? Could be basin?,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8968,TC2014.2410,DK,07-07-14,T14-177-2-2,2014,Undetermined,base,,cooking,,Import,Medium,,1,0,,import?,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8969,,DK,07-07-14,T14-177-2-2,2014,Open shape,wall,,black glaze,,Local,Medium,,1,0,,,,,glaze in and out,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8970,,DK,07-07-14,T14-177-2-2,2014,Undetermined,wall,,coarse,,Local,Poor,,1,0,,to be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8971,,DK,07-07-14,T14-177-2-2,2014,Undetermined,wall,,plain,,Local,Poor,,0,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8972,,DK,07-07-14,T14-177-2-2,2014,Undetermined,wall,,plain,,Corinthian,Poor,,0,4,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8973,,DK,07-07-14,T14-177-2-2,2014,Undetermined,wall,,cooking,,Import,Poor,,9,0,,"import? To be studied by MN, coarser cooking ware, thick pieces",,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8974,,DK,07-07-14,T14-177-2-2,2014,Undetermined,wall,,cooking,,Import,Poor,,13,0,,"import? Finer cooking ware, to be studied by MN",,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8975,,DK,07-07-14,T14-177-2-2,2014,Amphora,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8976,,DK,07-07-14,T14-177-2-2,2014,Undetermined,wall,,plain,Ceramics,Local,Poor,,0,1,,Local?,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-2
8977,TC2014.2419,AR,07-07-14,T14-177-4-4,2014,Kotyle,base,,black painted,,Corinthian,Poor,,1,0,,kotyle?,,,glaze outside,,Geometric/Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8978,TC2014.2420,AR,07-07-14,T14-177-4-4,2014,Pithos,wall,,coarse,Ceramics,Local,Medium,,1,0,,,,,,decorated with hightened horizontal band,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8979,TC2014.2421,AR,07-07-14,T14-177-4-4,2014,Undetermined,wall,,coarse,,Local,Poor,,1,0,,,,,,decoration of parallel lines with vertical connecting lines,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8980,TC2014.2422,AR,07-07-14,T14-177-4-4,2014,Pithos,rim,,coarse,Ceramics,Local,Poor,,1,0,,,,,,incised line underneath rim,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8981,TC2014.2423,AR,07-07-14,T14-177-4-4,2014,Basin,handle,,cooking,,Import,Poor,,1,0,,import? Horizontal handle,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8982,TC2014.2424,AR,07-07-14,T14-177-4-4,2014,Basin,handle,,cooking,,Import,Medium,,1,0,,import? Horizontal handle,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8983,TC2014.2425,AR,07-07-14,T14-177-4-4,2014,Amphora,handle,,plain,,Local,Poor,,1,0,,vertical handle,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8984,TC2014.2426,AR,07-07-14,T14-177-4-4,2014,Table amphora,base,,plain,,Import,Medium,,1,0,,ring base,,,,,Undetermined,,ONWAAR,ONWAAR,WAAR,ONWAAR,,,SM+AP,SURVEY,,T14-177-4
8985,,AR,07-07-14,T14-177-4-4,2014,Open shape,wall,,brown glaze?,,Local,Poor,,1,0,,,,,glaze in and out,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8986,,AR,07-07-14,T14-177-4-4,2014,Closed shape,wall,,painted,,Import,Poor,,1,0,,,,,,traces of painted bands outside,Geometric/Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8987,,AR,07-07-14,T14-177-4-4,2014,Undetermined,wall,,plain,,Corinthian,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8988,,AR,07-07-14,T14-177-4-4,2014,Undetermined,wall,,coarse,,Import,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8989,,AR,07-07-14,T14-177-4-4,2014,Undetermined,wall,,plain,,Local,Poor,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8990,,AR,07-07-14,T14-177-4-4,2014,Closed shape,wall,,painted,,Local,Poor,,0,1,,,,,,,Geometric/Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8991,,AR,07-07-14,T14-177-4-4,2014,Undetermined,handle root,,cooking,Ceramics,Import,Poor,,1,0,,handle root? Import? Could be handle root, very poorly preserved,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8992,,AR,07-07-14,T14-177-4-4,2014,Undetermined,wall,,cooking,,Import,Poor,,12,0,,"import? To be studied by MN, finer cooking ware",,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8993,,AR,07-07-14,T14-177-4-4,2014,Undetermined,wall,,cooking,,Import,Poor,,8,0,,"import? To bes studied by MN, coarser cooking ware",,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8994,,AR,07-07-14,T14-177-4-4,2014,Amphora,wall,,plain,,Local,Poor,,0,4,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8995,,AR,07-07-14,T14-177-4-4,2014,Amphora,wall,,plain,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T14-177-4
8996,TC2013.1540,WvA,10-07-13,T13-129-4-B,2013,Louterion,wall,,black painted,,Corinthian,Poor,,1,0,,,,,glaze inside,,Geometric/Archaic,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
8997,TC2013.1541,WvA,10-07-13,T13-129-4-B,2013,Undetermined,handle,,coarse,,Local,Poor,,1,0,,to be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
8998,TC2013.1542,WvA,10-07-13,T13-129-4-B,2013,Basin,handle,,coarse,,Local,Poor,,1,0,,"to be studied by MN, horizontal handle, possibly basin?",,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
8999,TC2013.1543,WvA,10-07-13,T13-129-4-B,2013,Open shape,rim,,plain,,Local,Poor,,1,0,,rim fr? Uncertain,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
9000,TC2013.1544,WvA,10-07-13,T13-129-4-B,2013,Open shape,rim,,plain,,Local,Poor,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
9001,TC2013.1545,WvA,10-07-13,T13-129-4-B,2013,Cooking pot,rim,,cooking,,Import,Poor,,1,0,,import? Overhanging rim,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
9002,,WvA,10-07-13,T13-129-4-B,2013,Undetermined,wall,,brown glaze?,,Local,Poor,,1,0,,,,,specks of glaze,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
9003,,WvA,10-07-13,T13-129-4-B,2013,Undetermined,wall,,coarse,,Local,Poor,,1,0,,"to be studied by MN, Bronze Age?",,,,,Bronze Age,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
9004,,WvA,10-07-13,T13-129-4-B,2013,Undetermined,wall,,plain,,Local,Poor,,0,11,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
9005,,WvA,10-07-13,T13-129-4-B,2013,Undetermined,wall,,cooking,,Import,Poor,,8,0,,import? To be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-4
9006,TC2013.1546,CL,09-07-13,T13-129-1-C,2013,Table amphora,base,,black glaze,,Local,Poor,,1,0,,ring base,,,glaze on base,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-1
9007,,CL,09-07-13,T13-129-1-C,2013,Amphora,wall,,plain,,Local,Medium,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-1
9008,,CL,09-07-13,T13-129-1-C,2013,Tile,wall,cover,plain,,Local,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-1
9009,,CL,09-07-13,T13-129-1-C,2013,Undetermined,wall,,plain,,Local,Poor,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-1
9010,,CL,09-07-13,T13-129-1-C,2013,Open shape,wall,,plain,,Local,Poor,,0,1,,maybe leading to flaring rim with possible ridge for lid, but very worn, couldbe anything,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-1
9011,,CL,09-07-13,T13-129-1-C,2013,Undetermined,wall,,coarse,,Local,Poor,,2,0,,to be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-1
9012,TC2013.1547,AP,10-07-13,T13-129-3-C,2013,Lebes,rim,,black glaze,,Local,Medium,,1,0,,,,,,,Archaic,BCE 600-500,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9013,,AP,10-07-13,T13-129-3-C,2013,Undetermined,wall,,cooking,,Import,Poor,,1,0,,import? To be studied by MN,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
9014,,AP,10-07-13,T13-129-3-C,2013,Undetermined,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,SM,SURVEY,,T13-129-3
